t,x,y,vx,vy,v,ax,ay,a
4.67E-01,6.66E-02,-9.31E-01,4.88E-01,-4.39E+00,4.41E+00,2.85E+00,-3.52E+00,4.53E+00
4.84E-01,7.50E-02,-1.00E+00,5.10E-01,-4.25E+00,4.28E+00,1.35E+00,2.55E+00,2.89E+00
5.01E-01,8.36E-02,-1.07E+00,5.30E-01,-4.24E+00,4.27E+00,1.32E+01,3.17E+00,1.36E+01
5.17E-01,9.27E-02,-1.15E+00,9.02E-01,-4.23E+00,4.32E+00,4.58E+00,4.62E+00,6.51E+00
5.34E-01,1.14E-01,-1.21E+00,8.43E-01,-4.03E+00,4.12E+00,-7.90E+00,1.21E+01,1.44E+01
5.51E-01,1.21E-01,-1.28E+00,4.63E-01,-3.85E+00,3.87E+00,-1.32E+01,-1.89E+00,1.33E+01
5.67E-01,1.29E-01,-1.34E+00,4.76E-01,-4.02E+00,4.05E+00,-3.15E+00,-1.09E+01,1.14E+01
5.84E-01,1.37E-01,-1.41E+00,3.59E-01,-4.32E+00,4.33E+00,-2.63E+00,-5.07E+00,5.71E+00
6.01E-01,1.41E-01,-1.49E+00,3.53E-01,-4.17E+00,4.18E+00,3.59E+00,2.58E+00,4.42E+00
6.17E-01,1.48E-01,-1.55E+00,5.07E-01,-4.17E+00,4.20E+00,3.77E+00,-3.12E+00,4.89E+00
6.34E-01,1.58E-01,-1.63E+00,4.97E-01,-4.33E+00,4.36E+00,7.22E-02,8.66E+00,8.66E+00
6.51E-01,1.65E-01,-1.70E+00,4.70E-01,-3.92E+00,3.95E+00,-1.83E+00,9.25E+00,9.43E+00
6.67E-01,1.74E-01,-1.76E+00,4.69E-01,-3.85E+00,3.88E+00,1.39E+00,-5.17E+00,5.36E+00
6.84E-01,1.81E-01,-1.83E+00,4.85E-01,-4.25E+00,4.28E+00,7.77E-01,-9.67E+00,9.70E+00
7.01E-01,1.90E-01,-1.90E+00,5.26E-01,-4.16E+00,4.19E+00,2.17E+00,2.02E+00,2.97E+00
7.17E-01,1.98E-01,-1.97E+00,5.35E-01,-4.12E+00,4.15E+00,1.76E+00,-1.46E+00,2.29E+00
7.34E-01,2.08E-01,-2.04E+00,5.95E-01,-4.25E+00,4.29E+00,4.76E-01,-1.14E+00,1.23E+00
7.51E-01,2.18E-01,-2.11E+00,5.61E-01,-4.17E+00,4.21E+00,-7.28E-01,3.12E+00,3.20E+00
7.67E-01,2.26E-01,-2.18E+00,5.45E-01,-4.10E+00,4.14E+00,-2.24E+00,-1.69E+00,2.81E+00
7.84E-01,2.36E-01,-2.24E+00,5.16E-01,-4.24E+00,4.27E+00,-2.87E+00,-3.69E+00,4.67E+00
8.01E-01,2.44E-01,-2.32E+00,4.26E-01,-4.26E+00,4.28E+00,,,
8.17E-01,2.50E-01,-2.39E+00,,,,,,
