t,x,y,vx,vy,v,ax,ay,a
2.67E-01,6.83E-03,-1.90E-01,-2.31E-01,-1.63E+00,1.64E+00,5.56E+00,-4.46E+00,7.12E+00
2.84E-01,5.69E-03,-2.17E-01,-5.88E-03,-1.74E+00,1.74E+00,9.27E+00,-5.98E+00,1.10E+01
3.00E-01,6.64E-03,-2.48E-01,7.03E-02,-1.85E+00,1.85E+00,4.82E+00,-3.21E+00,5.79E+00
3.17E-01,8.04E-03,-2.79E-01,1.42E-01,-1.84E+00,1.84E+00,1.06E+00,-1.48E-01,1.07E+00
3.34E-01,1.14E-02,-3.09E-01,1.30E-01,-1.84E+00,1.85E+00,7.34E-01,-2.20E+00,2.32E+00
3.50E-01,1.24E-02,-3.40E-01,1.29E-01,-1.92E+00,1.92E+00,9.29E+00,-2.91E+00,9.73E+00
3.67E-01,1.57E-02,-3.73E-01,4.35E-01,-1.95E+00,2.00E+00,5.84E+00,-9.19E-01,5.92E+00
3.84E-01,2.69E-02,-4.06E-01,4.19E-01,-1.94E+00,1.98E+00,-6.11E+00,-1.83E+00,6.38E+00
4.00E-01,2.96E-02,-4.38E-01,1.29E-01,-2.00E+00,2.01E+00,2.18E+00,-3.28E+00,3.94E+00
4.17E-01,3.12E-02,-4.72E-01,4.66E-01,-2.07E+00,2.12E+00,7.44E+00,-2.19E+00,7.76E+00
4.34E-01,4.52E-02,-5.07E-01,5.31E-01,-2.07E+00,2.14E+00,-2.54E+00,9.28E-01,2.70E+00
4.50E-01,4.90E-02,-5.41E-01,2.39E-01,-2.04E+00,2.05E+00,-1.17E+01,1.35E+00,1.18E+01
4.67E-01,5.31E-02,-5.75E-01,1.96E-01,-2.01E+00,2.02E+00,-7.63E+00,4.21E-01,7.65E+00
4.84E-01,5.55E-02,-6.09E-01,-1.15E-02,-2.03E+00,2.03E+00,-1.12E+01,-1.68E+00,1.13E+01
5.01E-01,5.28E-02,-6.43E-01,-2.06E-01,-2.07E+00,2.08E+00,-2.22E+00,-2.70E+00,3.50E+00
5.17E-01,4.86E-02,-6.78E-01,-9.82E-02,-2.12E+00,2.13E+00,9.22E+00,-2.29E+00,9.50E+00
5.34E-01,4.95E-02,-7.14E-01,1.39E-01,-2.15E+00,2.15E+00,1.10E+01,-2.43E-02,1.10E+01
5.51E-01,5.32E-02,-7.49E-01,2.66E-01,-2.12E+00,2.14E+00,3.52E+00,-1.28E+00,3.74E+00
5.67E-01,5.84E-02,-7.84E-01,2.62E-01,-2.17E+00,2.19E+00,4.82E+00,-3.16E+00,5.77E+00
5.84E-01,6.20E-02,-8.22E-01,3.84E-01,-2.25E+00,2.29E+00,4.53E+00,-1.45E+00,4.76E+00
6.01E-01,7.12E-02,-8.60E-01,4.79E-01,-2.22E+00,2.27E+00,3.82E+00,9.92E-01,3.94E+00
6.17E-01,7.80E-02,-8.96E-01,4.59E-01,-2.20E+00,2.25E+00,-3.63E+00,-5.79E-01,3.67E+00
6.34E-01,8.65E-02,-9.33E-01,3.99E-01,-2.25E+00,2.28E+00,-7.16E+00,-6.26E-01,7.18E+00
6.51E-01,9.13E-02,-9.71E-01,1.94E-01,-2.23E+00,2.24E+00,-7.98E+00,1.76E+00,8.18E+00
6.67E-01,9.30E-02,-1.01E+00,1.20E-01,-2.18E+00,2.18E+00,-1.40E+00,-6.94E-01,1.57E+00
6.84E-01,9.53E-02,-1.04E+00,1.62E-01,-2.24E+00,2.25E+00,2.45E+00,-3.88E+00,4.59E+00
7.01E-01,9.84E-02,-1.08E+00,2.03E-01,-2.33E+00,2.34E+00,3.10E+00,-1.14E+00,3.31E+00
7.17E-01,1.02E-01,-1.12E+00,2.62E-01,-2.28E+00,2.30E+00,6.53E+00,4.19E-01,6.55E+00
7.34E-01,1.07E-01,-1.16E+00,4.14E-01,-2.29E+00,2.33E+00,,,
7.51E-01,1.16E-01,-1.20E+00,,,,,,
