t,x,y,vx,vy,v,ax,ay,a
1.90E+00,3.15E-03,-6.53E-01,-5.75E-02,-3.26E+00,3.26E+00,5.77E-02,-4.20E+00,4.20E+00
1.93E+00,1.62E-03,-7.64E-01,-6.17E-02,-3.43E+00,3.43E+00,2.29E+00,-2.26E+00,3.22E+00
1.97E+00,-9.63E-04,-8.81E-01,6.85E-02,-3.44E+00,3.44E+00,-1.08E-01,-4.92E-01,5.03E-01
2.00E+00,6.19E-03,-9.93E-01,4.98E-03,-3.42E+00,3.42E+00,-3.91E+00,1.07E+00,4.05E+00
2.03E+00,-6.31E-04,-1.11E+00,-2.64E-01,-3.40E+00,3.41E+00,-2.70E+00,2.39E-02,2.70E+00
2.07E+00,-1.14E-02,-1.22E+00,-1.82E-01,-3.38E+00,3.39E+00,6.41E+00,3.28E-01,6.42E+00
2.10E+00,-1.28E-02,-1.33E+00,1.80E-01,-3.41E+00,3.41E+00,5.30E+00,-1.17E+00,5.43E+00
2.13E+00,6.01E-04,-1.45E+00,2.37E-01,-3.44E+00,3.44E+00,1.04E+00,-1.75E+00,2.04E+00
2.17E+00,3.04E-03,-1.56E+00,1.59E-01,-3.54E+00,3.54E+00,-7.38E-01,-6.18E-01,9.62E-01
2.20E+00,1.12E-02,-1.68E+00,2.37E-01,-3.50E+00,3.50E+00,7.24E-01,9.16E-01,1.17E+00
2.23E+00,1.89E-02,-1.80E+00,1.98E-01,-3.44E+00,3.45E+00,1.62E+00,-2.39E-01,1.64E+00
2.27E+00,2.44E-02,-1.91E+00,3.16E-01,-3.53E+00,3.54E+00,3.54E+00,-3.12E+00,4.72E+00
2.30E+00,3.99E-02,-2.03E+00,4.79E-01,-3.65E+00,3.68E+00,2.19E+00,-4.57E+00,5.06E+00
2.33E+00,5.63E-02,-2.16E+00,4.50E-01,-3.83E+00,3.85E+00,5.10E-01,-2.23E+00,2.29E+00
2.37E+00,6.99E-02,-2.29E+00,4.88E-01,-3.83E+00,3.86E+00,,,
2.40E+00,8.89E-02,-2.41E+00,,,,,,
