t,x,y,vx,vy,v,ax,ay,a
6.17E-01,-4.57E-03,-4.18E-01,4.78E-02,-3.32E+00,3.32E+00,5.05E+00,-8.97E+00,1.03E+01
6.34E-01,-3.65E-03,-4.76E-01,9.49E-02,-3.54E+00,3.54E+00,2.71E+00,-5.43E+00,6.07E+00
6.51E-01,-1.40E-03,-5.37E-01,1.47E-01,-3.51E+00,3.52E+00,2.27E+00,5.99E-01,2.35E+00
6.67E-01,1.26E-03,-5.93E-01,1.67E-01,-3.47E+00,3.47E+00,2.81E+00,-4.93E+00,5.67E+00
6.84E-01,4.18E-03,-6.52E-01,2.33E-01,-3.69E+00,3.69E+00,2.21E+00,-7.47E+00,7.79E+00
7.01E-01,9.03E-03,-7.16E-01,2.60E-01,-3.77E+00,3.78E+00,1.04E+00,-1.32E+00,1.68E+00
7.17E-01,1.29E-02,-7.78E-01,2.48E-01,-3.69E+00,3.69E+00,1.26E+00,-4.80E-01,1.34E+00
7.34E-01,1.73E-02,-8.39E-01,3.06E-01,-3.78E+00,3.79E+00,1.23E+00,-4.19E+00,4.37E+00
7.51E-01,2.31E-02,-9.04E-01,3.04E-01,-3.86E+00,3.87E+00,2.22E+00,1.68E+00,2.78E+00
7.67E-01,2.75E-02,-9.68E-01,3.50E-01,-3.72E+00,3.74E+00,1.60E+00,1.31E+00,2.07E+00
7.84E-01,3.48E-02,-1.03E+00,3.95E-01,-3.76E+00,3.78E+00,9.87E-01,-7.73E+00,7.79E+00
8.01E-01,4.06E-02,-1.09E+00,3.57E-01,-4.02E+00,4.04E+00,1.27E+00,-6.79E+00,6.90E+00
8.17E-01,4.67E-02,-1.16E+00,4.35E-01,-4.01E+00,4.04E+00,1.37E+00,5.87E-01,1.49E+00
8.34E-01,5.51E-02,-1.23E+00,4.33E-01,-3.95E+00,3.97E+00,-1.86E-01,-2.58E+00,2.59E+00
8.51E-01,6.11E-02,-1.29E+00,3.93E-01,-4.11E+00,4.13E+00,1.42E+01,-1.22E+00,1.43E+01
8.68E-01,6.82E-02,-1.36E+00,8.64E-01,-4.04E+00,4.13E+00,8.04E+00,8.91E+00,1.20E+01
8.84E-01,9.00E-02,-1.43E+00,8.47E-01,-3.76E+00,3.85E+00,-8.65E+00,-2.21E+00,8.93E+00
9.01E-01,9.65E-02,-1.49E+00,3.83E-01,-4.06E+00,4.08E+00,-2.68E+01,-1.75E+01,3.20E+01
9.18E-01,1.03E-01,-1.56E+00,6.08E-02,-4.47E+00,4.47E+00,-1.14E+01,-7.53E+00,1.37E+01
9.34E-01,9.85E-02,-1.64E+00,-1.08E-01,-4.29E+00,4.29E+00,-2.35E+00,6.49E+00,6.90E+00
9.51E-01,9.92E-02,-1.71E+00,6.58E-02,-4.18E+00,4.18E+00,1.11E+01,-3.26E-01,1.11E+01
9.68E-01,1.01E-01,-1.78E+00,2.28E-01,-4.34E+00,4.35E+00,1.53E+01,-4.57E-02,1.53E+01
9.84E-01,1.07E-01,-1.85E+00,5.82E-01,-4.22E+00,4.26E+00,1.21E+01,1.94E+01,2.28E+01
1.00E+00,1.20E-01,-1.92E+00,6.91E-01,-3.68E+00,3.74E+00,-4.72E+00,1.28E+01,1.36E+01
1.02E+00,1.30E-01,-1.97E+00,3.90E-01,-3.67E+00,3.69E+00,-1.51E+01,-5.39E+00,1.60E+01
1.03E+00,1.33E-01,-2.04E+00,1.54E-01,-4.00E+00,4.01E+00,-6.43E+00,-1.30E+01,1.45E+01
1.05E+00,1.35E-01,-2.11E+00,1.81E-01,-4.05E+00,4.05E+00,-1.12E+00,-6.70E+00,6.79E+00
1.07E+00,1.39E-01,-2.18E+00,1.56E-01,-4.23E+00,4.23E+00,-3.32E+00,-7.26E+00,7.98E+00
1.08E+00,1.40E-01,-2.25E+00,3.70E-02,-4.32E+00,4.32E+00,-3.71E+00,-1.21E+00,3.90E+00
1.10E+00,1.40E-01,-2.32E+00,3.55E-02,-4.25E+00,4.25E+00,,,
1.12E+00,1.41E-01,-2.39E+00,,,,,,
